customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,SupportCalls,Churn
CUST-0327,Male,0,Yes,Yes,46,Yes,Yes,No,Yes,No,No internet service,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),70.13,736.91,9,Yes
CUST-0328,Female,0,No,No,30,Yes,Yes,Fiber optic,No,No internet service,No,No,Yes,No,Month-to-month,Yes,Electronic check,89.63,7204.26,5,No
CUST-0329,Female,0,No,Yes,57,No,No,Fiber optic,No internet service,Yes,No,Yes,Yes,No,One year,Yes,Electronic check,66.64,5504.65,5,No
CUST-0330,Male,0,Yes,Yes,18,No,Yes,No,Yes,No,No,Yes,No,No internet service,Month-to-month,No,Credit card (automatic),49.85,4853.59,9,Yes
CUST-0331,Male,0,No,Yes,51,Yes,Yes,Fiber optic,No,No internet service,Yes,No,No internet service,No internet service,Two year,No,Electronic check,47.07,1176.78,7,No
CUST-0332,Female,0,No,No,48,Yes,No,No,No,No internet service,No internet service,No,Yes,No,One year,Yes,Electronic check,92.51,2513.7,5,No
CUST-0333,Male,0,No,No,66,Yes,No,Fiber optic,Yes,Yes,No internet service,No internet service,Yes,Yes,Month-to-month,Yes,Credit card (automatic),46.23,4297.15,5,No
CUST-0334,Female,0,Yes,Yes,8,No,No,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Mailed check,90.9,5516.17,0,Yes
CUST-0335,Female,0,Yes,No,22,Yes,Yes,No,Yes,No internet service,No internet service,No,Yes,No internet service,Month-to-month,No,Mailed check,57.16,1608.81,6,No
CUST-0336,Male,1,No,No,6,Yes,No phone service,Fiber optic,Yes,Yes,Yes,No,No internet service,Yes,Month-to-month,Yes,Electronic check,96.63,94.98,6,Yes
CUST-0337,Male,0,No,No,57,No,Yes,DSL,No internet service,Yes,No,Yes,No,Yes,Two year,Yes,Credit card (automatic),32.57,3011.21,9,Yes
CUST-0338,Female,0,No,Yes,36,No,No phone service,DSL,Yes,No internet service,No,Yes,Yes,Yes,Two year,No,Mailed check,38.91,4210.29,8,No
CUST-0339,Female,0,Yes,No,57,Yes,No,DSL,No internet service,No internet service,No,Yes,No,No,Month-to-month,No,Credit card (automatic),87.96,1619.25,6,Yes
CUST-0340,Male,0,Yes,No,49,Yes,No phone service,Fiber optic,No internet service,Yes,Yes,No internet service,Yes,No,Month-to-month,Yes,Electronic check,75.14,4290.98,7,No
CUST-0341,Female,0,No,Yes,45,No,No,No,Yes,No,No,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,38.8,2956.73,3,No
CUST-0342,Male,0,No,Yes,66,Yes,No,No,No internet service,Yes,No,No internet service,No,Yes,Month-to-month,No,Credit card (automatic),110.09,3969.09,8,No
CUST-0343,Female,1,No,No,45,No,No phone service,No,Yes,No,No,Yes,No internet service,Yes,One year,No,Bank transfer (automatic),46.15,3034.63,0,No
CUST-0344,Male,0,No,No,20,Yes,No,DSL,Yes,No internet service,No,No,Yes,No,Month-to-month,Yes,Electronic check,60.95,5474.36,7,No
CUST-0345,Male,0,No,No,64,Yes,No phone service,Fiber optic,No,No,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,38.63,390.43,2,No
CUST-0346,Male,0,No,No,67,Yes,No,DSL,Yes,No internet service,No,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,57.58,1501.8,0,No
CUST-0347,Female,1,Yes,No,3,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,68.15,3775.14,1,No
CUST-0348,Female,0,No,No,54,Yes,Yes,Fiber optic,No internet service,Yes,No,No internet service,Yes,No,Two year,No,Credit card (automatic),48.12,3111.37,5,No
CUST-0349,Male,0,Yes,Yes,64,Yes,No,Fiber optic,No,No internet service,No,No,No,Yes,Month-to-month,No,Credit card (automatic),96.45,3418.15,4,Yes
CUST-0350,Female,0,No,No,40,Yes,No,Fiber optic,No internet service,No internet service,No internet service,Yes,Yes,No,Month-to-month,No,Credit card (automatic),58.18,6996.25,2,No
CUST-0351,Male,0,No,No,59,Yes,No phone service,Fiber optic,Yes,No internet service,No,Yes,No,No internet service,Month-to-month,Yes,Credit card (automatic),92.41,7713.13,8,No
CUST-0352,Male,0,Yes,No,55,Yes,Yes,DSL,No internet service,Yes,No internet service,No,No internet service,Yes,Month-to-month,Yes,Bank transfer (automatic),39.12,2176.94,7,No
CUST-0353,Female,1,Yes,No,62,Yes,No phone service,No,No internet service,Yes,Yes,No,No internet service,Yes,Two year,Yes,Credit card (automatic),56.46,7279.55,2,No
CUST-0354,Female,0,Yes,No,4,Yes,No,No,Yes,No,No internet service,No,No,Yes,Two year,No,Credit card (automatic),18.82,4001.21,1,No
CUST-0355,Male,0,Yes,Yes,60,Yes,No,DSL,No internet service,No internet service,No,No internet service,Yes,No internet service,Two year,Yes,Electronic check,95.38,2395.31,7,No
CUST-0356,Female,0,No,No,30,Yes,No phone service,Fiber optic,Yes,No,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),81.84,8573.73,4,No
CUST-0357,Female,0,Yes,Yes,2,Yes,No,No,No,Yes,No,Yes,No internet service,No internet service,Month-to-month,Yes,Electronic check,101.42,7178.93,8,Yes
CUST-0358,Male,0,No,No,62,Yes,Yes,DSL,Yes,No,No internet service,No,No,No,Two year,Yes,Bank transfer (automatic),64.47,8650.11,0,No
CUST-0359,Male,0,Yes,Yes,49,Yes,No phone service,Fiber optic,Yes,No,Yes,Yes,No internet service,No internet service,Two year,Yes,Mailed check,99.57,1478.23,9,No
CUST-0360,Female,0,No,Yes,9,No,Yes,DSL,No internet service,Yes,Yes,Yes,No internet service,No,Month-to-month,Yes,Bank transfer (automatic),84.05,1266.84,2,No
CUST-0361,Male,0,No,No,31,Yes,Yes,Fiber optic,No,Yes,No internet service,No internet service,Yes,No internet service,Month-to-month,No,Bank transfer (automatic),18.37,4388.33,4,No
CUST-0362,Male,0,No,Yes,61,Yes,Yes,DSL,Yes,No internet service,No internet service,No,No,No internet service,Month-to-month,Yes,Electronic check,43.88,5562.71,1,No
CUST-0363,Female,0,No,No,48,No,No phone service,Fiber optic,No,No,Yes,No internet service,No internet service,Yes,Month-to-month,Yes,Bank transfer (automatic),68.38,1503.14,2,No
CUST-0364,Male,0,No,No,25,Yes,No,DSL,No,Yes,Yes,No,Yes,No internet service,Month-to-month,No,Bank transfer (automatic),81.11,7488.26,3,Yes
CUST-0365,Male,0,No,Yes,36,Yes,Yes,Fiber optic,No internet service,Yes,No internet service,No,No internet service,Yes,Two year,No,Electronic check,24.69,4636.94,3,No
CUST-0366,Female,0,Yes,Yes,8,Yes,Yes,No,Yes,No,No,No,No internet service,No,Two year,Yes,Mailed check,89.92,3585.8,8,No
CUST-0367,Female,0,No,No,58,Yes,Yes,No,No internet service,Yes,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,73.44,5245.03,0,No
CUST-0368,Male,1,Yes,No,45,Yes,No,No,Yes,No internet service,No internet service,No,Yes,Yes,Month-to-month,No,Mailed check,71.63,5530.67,8,Yes
CUST-0369,Male,1,Yes,No,62,Yes,No,Fiber optic,No,No internet service,No,Yes,No,No,Two year,Yes,Bank transfer (automatic),47.79,389.44,8,No
CUST-0370,Female,0,No,No,39,Yes,No phone service,DSL,Yes,No,Yes,Yes,No internet service,No internet service,One year,Yes,Electronic check,78.67,8699.07,5,No
CUST-0371,Female,0,Yes,No,58,Yes,No,DSL,Yes,No internet service,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,20.8,3177.55,0,No
CUST-0372,Female,0,No,No,64,Yes,No phone service,No,No,Yes,No internet service,Yes,Yes,Yes,One year,Yes,Mailed check,24.6,552.31,5,No
CUST-0373,Female,0,Yes,No,44,Yes,No phone service,Fiber optic,No,Yes,No,No internet service,Yes,Yes,Two year,Yes,Mailed check,92.85,7417.87,7,No
CUST-0374,Male,0,No,No,29,Yes,No phone service,DSL,Yes,Yes,Yes,No internet service,No internet service,No,Two year,No,Mailed check,50.83,8639.39,4,No
CUST-0375,Female,0,Yes,Yes,59,Yes,No phone service,Fiber optic,No internet service,Yes,No,No internet service,No,No,Month-to-month,No,Electronic check,53.39,7105.62,4,No
CUST-0376,Female,0,No,No,71,Yes,No phone service,DSL,Yes,No,No,No,No,No internet service,Month-to-month,Yes,Mailed check,39.26,7414.04,0,No
CUST-0377,Male,0,No,No,9,Yes,Yes,DSL,No,No internet service,Yes,No,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),63.45,5452.37,0,No
CUST-0378,Female,0,No,No,6,Yes,No,No,No internet service,No internet service,No,Yes,No internet service,Yes,Month-to-month,No,Bank transfer (automatic),23.3,8025.63,7,Yes
CUST-0379,Male,0,No,No,29,Yes,Yes,No,No,Yes,Yes,Yes,No,No internet service,One year,Yes,Electronic check,48.64,328.28,4,No
CUST-0380,Female,0,Yes,No,58,Yes,No phone service,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),71.77,6674.7,7,Yes
CUST-0381,Female,0,No,No,17,Yes,No,No,No internet service,Yes,Yes,No internet service,Yes,No internet service,Month-to-month,No,Mailed check,65.49,5841.11,9,No
CUST-0382,Female,0,Yes,No,16,Yes,Yes,Fiber optic,No,Yes,No internet service,No internet service,No internet service,No,Month-to-month,No,Mailed check,119.97,448.5,1,Yes
CUST-0383,Male,0,Yes,No,3,Yes,Yes,Fiber optic,No,No,Yes,No internet service,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),57.65,4740.78,3,No
CUST-0384,Male,0,Yes,No,21,Yes,No phone service,DSL,No,No,Yes,No internet service,No,No,Two year,No,Electronic check,57.47,4489.75,9,No
CUST-0385,Female,0,No,No,64,Yes,Yes,DSL,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),69.37,6021.9,8,No
CUST-0386,Male,0,Yes,No,36,Yes,Yes,Fiber optic,No,No internet service,No,No,Yes,No internet service,Two year,Yes,Bank transfer (automatic),37.41,691.13,2,No
CUST-0387,Male,0,Yes,No,62,Yes,Yes,No,No,Yes,No internet service,No,Yes,No internet service,Two year,Yes,Credit card (automatic),107.38,7009.43,5,No
CUST-0388,Male,0,Yes,No,42,Yes,Yes,Fiber optic,No,No internet service,No,No internet service,No,No,Month-to-month,No,Electronic check,76.37,1228.3,6,Yes
CUST-0389,Male,0,No,No,42,Yes,Yes,DSL,No,No internet service,No,No,No,Yes,One year,No,Electronic check,37.59,3652.85,2,No
CUST-0390,Male,0,No,No,61,Yes,No phone service,DSL,No,No,Yes,No,No internet service,No internet service,Month-to-month,No,Electronic check,98.93,7669.34,0,Yes
CUST-0391,Male,1,Yes,Yes,13,Yes,No phone service,No,Yes,No,No,No,No internet service,No,One year,Yes,Bank transfer (automatic),21.5,4884.54,1,No
CUST-0392,Female,0,No,No,11,Yes,Yes,DSL,Yes,Yes,Yes,No internet service,No,No internet service,One year,Yes,Electronic check,118.22,3313.61,9,No
CUST-0393,Female,0,No,Yes,54,Yes,No phone service,Fiber optic,No,No internet service,No internet service,Yes,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),106.25,436.49,6,Yes
CUST-0394,Male,0,Yes,No,16,Yes,No phone service,DSL,Yes,No internet service,No,Yes,Yes,No internet service,Month-to-month,Yes,Bank transfer (automatic),77.12,5854.68,6,No
CUST-0395,Female,0,Yes,No,8,Yes,No,DSL,No internet service,Yes,No,No,No,No internet service,One year,Yes,Mailed check,29.35,8583.2,0,No
CUST-0396,Female,0,No,Yes,59,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No internet service,No internet service,Two year,No,Bank transfer (automatic),39.96,7934.22,9,No
CUST-0397,Female,1,Yes,Yes,57,Yes,No phone service,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),46.5,6245.56,6,No
CUST-0398,Female,0,No,No,40,Yes,No phone service,Fiber optic,No,No,Yes,No internet service,No internet service,Yes,One year,Yes,Mailed check,42.59,932.15,9,Yes
CUST-0399,Male,0,No,No,59,Yes,Yes,DSL,Yes,Yes,No,No internet service,No internet service,Yes,Month-to-month,Yes,Credit card (automatic),68.75,2096.82,5,No
CUST-0400,Female,0,No,No,2,Yes,No,No,No,Yes,No,No,Yes,No,Two year,Yes,Mailed check,114.35,1640.22,5,No
CUST-0401,Female,0,No,Yes,10,Yes,Yes,DSL,No internet service,No internet service,No internet service,No,No internet service,Yes,Month-to-month,No,Mailed check,63.31,3104.12,6,Yes
CUST-0402,Male,0,No,No,44,Yes,No,Fiber optic,No internet service,Yes,No internet service,No,No,Yes,One year,No,Electronic check,85.48,2062.76,6,No
CUST-0403,Male,0,No,No,11,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No,Month-to-month,No,Electronic check,88.24,2140.22,0,No
CUST-0404,Female,0,Yes,No,2,Yes,Yes,DSL,No internet service,No internet service,No internet service,Yes,Yes,Yes,One year,Yes,Mailed check,106.9,5372.45,9,No
CUST-0405,Female,1,Yes,No,50,Yes,Yes,No,No internet service,No,No internet service,No internet service,Yes,No internet service,Two year,Yes,Electronic check,21.45,2784.98,4,No
CUST-0406,Female,0,No,No,12,Yes,Yes,DSL,Yes,Yes,Yes,No internet service,Yes,Yes,One year,No,Mailed check,59.24,5897.13,7,No
CUST-0407,Female,0,No,Yes,23,Yes,No,Fiber optic,No internet service,Yes,No internet service,Yes,No internet service,Yes,One year,No,Electronic check,98.04,8247.58,7,No
CUST-0408,Female,0,No,No,18,Yes,No,Fiber optic,Yes,No internet service,No internet service,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),101.12,5561.27,2,No
CUST-0409,Female,0,Yes,No,62,No,No phone service,No,No,No,No,No,Yes,No internet service,Two year,Yes,Electronic check,112.59,6543.88,2,No
CUST-0410,Male,0,No,No,62,Yes,Yes,DSL,Yes,No,Yes,Yes,No,No internet service,One year,Yes,Electronic check,89.69,6543.22,6,No
CUST-0411,Female,0,Yes,Yes,38,Yes,No,Fiber optic,No,Yes,No internet service,Yes,Yes,No internet service,Two year,No,Bank transfer (automatic),43.01,2889.16,3,No
CUST-0412,Female,0,No,No,67,Yes,No,No,No,No internet service,No internet service,Yes,No,No internet service,Month-to-month,No,Mailed check,69.58,147.87,5,Yes
CUST-0413,Male,0,No,Yes,38,Yes,No,Fiber optic,No,Yes,No internet service,Yes,No,No,Month-to-month,No,Electronic check,21.3,495.93,8,No
CUST-0414,Male,0,Yes,No,67,Yes,Yes,Fiber optic,No,Yes,No,No,No,No internet service,Month-to-month,Yes,Electronic check,83.99,2466.85,9,No
CUST-0415,Male,0,Yes,No,61,No,No phone service,DSL,No,Yes,No,No,Yes,No internet service,Month-to-month,Yes,Bank transfer (automatic),74.54,6004.61,1,No
CUST-0416,Male,0,No,No,1,Yes,No,Fiber optic,Yes,Yes,No,Yes,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),86.02,7889.82,1,Yes
CUST-0417,Female,1,No,Yes,45,Yes,Yes,DSL,No,No internet service,No internet service,Yes,No internet service,No internet service,Two year,No,Bank transfer (automatic),112.87,8342.29,5,No
CUST-0418,Female,0,No,Yes,28,Yes,No,DSL,No internet service,No,No,No,No internet service,No,One year,Yes,Credit card (automatic),88.1,242.42,2,Yes
CUST-0419,Female,0,Yes,No,21,Yes,No,Fiber optic,No internet service,Yes,No internet service,No,No,Yes,Two year,No,Bank transfer (automatic),50.69,8613.94,0,No
CUST-0420,Female,1,Yes,Yes,13,Yes,No phone service,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,38.27,2817.92,1,No
CUST-0421,Female,0,Yes,Yes,27,Yes,No,No,No internet service,Yes,No internet service,No internet service,No,No internet service,Month-to-month,No,Electronic check,105.17,7336.55,6,No
CUST-0422,Female,1,Yes,No,7,No,No,No,Yes,Yes,No,No,Yes,No internet service,Two year,No,Electronic check,37.82,1583.33,3,No
CUST-0423,Male,0,Yes,No,22,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No internet service,Month-to-month,Yes,Credit card (automatic),34.48,564.08,1,No
CUST-0424,Female,0,Yes,Yes,53,Yes,Yes,No,No,No,No internet service,No,Yes,Yes,Month-to-month,No,Electronic check,39.07,3302.88,7,Yes
CUST-0425,Male,0,No,No,4,Yes,No phone service,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,69.9,7475.19,3,Yes
CUST-0426,Male,0,No,Yes,23,Yes,Yes,DSL,No,No,Yes,Yes,Yes,No internet service,Month-to-month,Yes,Mailed check,30.67,1935.2,3,Yes
CUST-0427,Female,0,Yes,No,70,Yes,Yes,Fiber optic,No internet service,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,113.69,1354.66,1,No
CUST-0428,Male,0,No,No,33,Yes,No phone service,DSL,No internet service,No internet service,No internet service,Yes,No internet service,No,Two year,No,Mailed check,116.56,7916.92,0,No
CUST-0429,Female,0,No,No,28,Yes,No,DSL,Yes,No,No,Yes,No,No internet service,Month-to-month,No,Credit card (automatic),117.33,8164.64,0,Yes
CUST-0430,Male,0,Yes,No,8,Yes,No phone service,No,No internet service,No,No internet service,No,No,No internet service,Two year,Yes,Mailed check,21.99,126.94,2,No
CUST-0431,Female,0,No,No,1,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),114.51,6333.6,5,Yes
CUST-0432,Male,1,Yes,No,37,Yes,No phone service,No,No internet service,Yes,No internet service,No internet service,Yes,No,One year,No,Bank transfer (automatic),119.74,2702.54,6,No
CUST-0433,Female,0,Yes,Yes,63,Yes,No,DSL,Yes,Yes,No internet service,Yes,No internet service,Yes,Month-to-month,No,Credit card (automatic),114.13,3271.18,8,No
CUST-0434,Female,0,No,No,22,Yes,No phone service,Fiber optic,No,Yes,No internet service,Yes,No internet service,No,One year,Yes,Electronic check,86.44,4090.75,4,No
CUST-0435,Female,0,Yes,No,70,Yes,Yes,DSL,No internet service,No internet service,No,No,Yes,No internet service,Month-to-month,Yes,Mailed check,89.53,3723.4,8,Yes
CUST-0436,Female,0,Yes,No,21,Yes,Yes,Fiber optic,Yes,No internet service,No internet service,No,No internet service,Yes,Two year,No,Bank transfer (automatic),30.47,4489.0,7,No
CUST-0437,Female,1,Yes,No,35,Yes,No phone service,Fiber optic,No internet service,No,Yes,No internet service,No internet service,No,Month-to-month,Yes,Mailed check,107.18,5074.06,0,No
CUST-0438,Male,0,Yes,No,5,Yes,No,Fiber optic,No,No internet service,No internet service,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),24.08,4060.3,2,Yes
CUST-0439,Male,0,Yes,Yes,60,Yes,No phone service,DSL,Yes,No,Yes,No internet service,No,Yes,One year,No,Mailed check,50.41,6108.97,7,Yes
CUST-0440,Male,0,Yes,No,46,Yes,No,DSL,No internet service,No,No,No internet service,No internet service,Yes,Month-to-month,Yes,Electronic check,119.1,6256.9,8,Yes
CUST-0441,Female,0,Yes,No,50,No,No,DSL,No internet service,No internet service,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),61.08,3841.2,3,Yes
CUST-0442,Male,0,Yes,No,48,Yes,No phone service,Fiber optic,No,No,No internet service,Yes,No internet service,No,Month-to-month,Yes,Electronic check,31.38,1254.87,5,No
CUST-0443,Female,0,No,No,6,Yes,No,No,No,Yes,No internet service,No,No internet service,No internet service,Month-to-month,No,Mailed check,116.87,5580.03,3,No
CUST-0444,Female,0,No,No,56,Yes,Yes,DSL,Yes,No,No internet service,No internet service,Yes,No internet service,Month-to-month,Yes,Bank transfer (automatic),118.38,6728.81,8,Yes
CUST-0445,Male,0,No,No,59,Yes,No phone service,Fiber optic,No internet service,Yes,Yes,No internet service,No internet service,No,Month-to-month,Yes,Bank transfer (automatic),37.08,5558.07,1,Yes
CUST-0446,Male,0,Yes,Yes,29,Yes,No,No,No internet service,No internet service,No,No,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),106.21,5123.49,5,No
CUST-0447,Female,1,Yes,Yes,71,Yes,Yes,Fiber optic,No,No internet service,Yes,No,No internet service,Yes,One year,No,Electronic check,57.82,2009.75,2,No
CUST-0448,Male,1,No,Yes,18,Yes,No phone service,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,56.9,5619.08,9,No
CUST-0449,Female,0,No,No,2,Yes,Yes,No,Yes,Yes,No internet service,No,No,Yes,Month-to-month,Yes,Electronic check,44.8,2925.22,3,Yes
CUST-0450,Female,0,No,Yes,8,No,Yes,DSL,No internet service,No,No internet service,No,No internet service,No,Two year,Yes,Bank transfer (automatic),22.56,8001.61,1,No
CUST-0451,Female,0,Yes,No,54,Yes,Yes,DSL,No internet service,No internet service,Yes,No internet service,Yes,Yes,Two year,No,Credit card (automatic),45.34,5693.6,7,No
CUST-0452,Female,0,No,No,38,Yes,No,DSL,Yes,No,Yes,No,No internet service,Yes,Month-to-month,Yes,Bank transfer (automatic),23.49,2433.16,9,Yes
CUST-0453,Female,1,No,No,48,Yes,No phone service,No,Yes,No,No internet service,Yes,No internet service,No,Month-to-month,No,Electronic check,112.29,4123.95,7,Yes
CUST-0454,Male,0,Yes,No,27,Yes,No phone service,No,No,Yes,No internet service,No internet service,No,Yes,Two year,Yes,Mailed check,85.5,7368.02,0,No
CUST-0455,Male,0,No,Yes,20,Yes,No,Fiber optic,No,No internet service,Yes,No internet service,No,Yes,Month-to-month,No,Bank transfer (automatic),108.44,2930.5,9,No
CUST-0456,Female,0,Yes,No,12,Yes,No phone service,DSL,Yes,No,No internet service,Yes,No,No internet service,Month-to-month,No,Credit card (automatic),91.16,4579.88,5,Yes
CUST-0457,Female,0,Yes,No,43,Yes,Yes,Fiber optic,Yes,Yes,No internet service,Yes,No internet service,No,Month-to-month,No,Electronic check,31.39,5918.89,0,No
CUST-0458,Male,0,Yes,No,61,Yes,No phone service,DSL,No internet service,No,Yes,No internet service,No internet service,Yes,One year,No,Mailed check,113.94,6568.82,5,No
CUST-0459,Male,0,No,No,31,Yes,No,DSL,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),109.79,1527.73,6,No
CUST-0460,Female,0,No,No,61,Yes,Yes,Fiber optic,Yes,Yes,No,No internet service,No internet service,Yes,One year,Yes,Mailed check,53.5,4924.65,1,No
CUST-0461,Male,0,Yes,No,67,Yes,No,No,No internet service,No,Yes,No internet service,No internet service,Yes,One year,No,Mailed check,29.38,7937.72,8,No
CUST-0462,Female,0,No,No,35,Yes,Yes,No,Yes,No internet service,No internet service,Yes,No,No internet service,Month-to-month,Yes,Credit card (automatic),89.82,8425.3,7,Yes
CUST-0463,Male,0,No,No,15,Yes,Yes,Fiber optic,No,No internet service,Yes,No internet service,No,No internet service,Two year,No,Bank transfer (automatic),92.29,5714.65,8,Yes
CUST-0464,Female,0,No,No,16,Yes,No phone service,DSL,No,Yes,Yes,No,No,No internet service,Month-to-month,No,Credit card (automatic),109.48,8558.14,9,No
CUST-0465,Male,0,No,Yes,13,Yes,Yes,DSL,No internet service,No internet service,Yes,Yes,No,No internet service,One year,Yes,Electronic check,23.37,4973.12,3,No
CUST-0466,Female,0,Yes,No,35,Yes,No,DSL,Yes,Yes,No,No internet service,No,No,Month-to-month,Yes,Mailed check,32.45,3860.7,3,Yes
CUST-0467,Male,0,No,Yes,59,Yes,No phone service,Fiber optic,No,No internet service,No,No internet service,Yes,Yes,Month-to-month,Yes,Credit card (automatic),79.02,4806.88,7,No
CUST-0468,Male,0,Yes,No,21,Yes,No,No,No,No,No internet service,No,Yes,No internet service,Month-to-month,Yes,Credit card (automatic),81.15,1022.62,0,No
CUST-0469,Female,0,Yes,No,54,Yes,Yes,Fiber optic,No,No internet service,No,No internet service,Yes,Yes,Month-to-month,Yes,Electronic check,21.43,3505.7,7,No
CUST-0470,Male,0,No,Yes,30,Yes,No,Fiber optic,No,Yes,Yes,No internet service,No,No,Month-to-month,Yes,Bank transfer (automatic),58.49,3997.87,6,Yes
CUST-0471,Female,1,Yes,No,48,Yes,No,DSL,Yes,Yes,No,No internet service,No,Yes,Month-to-month,Yes,Credit card (automatic),77.58,7385.79,6,Yes
CUST-0472,Male,0,No,No,35,Yes,Yes,DSL,Yes,No internet service,Yes,No internet service,No,Yes,Month-to-month,Yes,Mailed check,93.27,6604.59,8,Yes
CUST-0473,Female,0,No,No,38,Yes,No phone service,Fiber optic,Yes,No,No,No,Yes,No internet service,One year,Yes,Mailed check,50.25,5239.59,9,No
CUST-0474,Male,0,Yes,No,31,Yes,No,DSL,Yes,Yes,No,No internet service,No,No internet service,Month-to-month,Yes,Mailed check,67.36,3033.06,6,No
CUST-0475,Female,0,Yes,No,24,Yes,Yes,Fiber optic,No,Yes,No,No internet service,Yes,No,One year,Yes,Mailed check,101.03,1641.83,1,No
CUST-0476,Male,0,Yes,Yes,49,No,No phone service,No,No internet service,Yes,Yes,No internet service,No,Yes,Month-to-month,No,Credit card (automatic),115.3,3037.3,0,No
CUST-0477,Female,0,Yes,No,32,Yes,No phone service,Fiber optic,No internet service,Yes,No,Yes,No internet service,No internet service,Month-to-month,Yes,Mailed check,41.49,5920.06,0,Yes
CUST-0478,Male,0,No,Yes,55,Yes,No phone service,DSL,No,Yes,Yes,No,Yes,No internet service,Month-to-month,Yes,Credit card (automatic),43.81,2301.69,6,No
CUST-0479,Female,0,No,No,58,Yes,No,DSL,No,No,Yes,Yes,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),113.86,3724.23,4,No
CUST-0480,Female,0,No,Yes,3,Yes,No,Fiber optic,No internet service,No internet service,No internet service,Yes,Yes,No,One year,No,Mailed check,58.38,3375.94,3,No
CUST-0481,Female,0,Yes,No,69,Yes,No,Fiber optic,No internet service,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),91.27,6664.85,4,Yes
CUST-0482,Male,0,Yes,No,10,Yes,No phone service,Fiber optic,No,No,No internet service,Yes,No,No internet service,Two year,Yes,Credit card (automatic),80.45,7691.04,9,No
CUST-0483,Female,0,Yes,Yes,25,Yes,No,Fiber optic,No,Yes,No internet service,Yes,No internet service,Yes,Two year,Yes,Electronic check,47.13,6089.94,9,No
CUST-0484,Male,0,No,No,68,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),84.66,2983.79,5,Yes
CUST-0485,Female,0,Yes,No,61,No,No,No,Yes,Yes,No,No,Yes,Yes,Two year,No,Mailed check,84.87,3778.84,9,No
CUST-0486,Male,0,No,No,29,Yes,No,Fiber optic,No internet service,No,Yes,No internet service,No,No internet service,Month-to-month,No,Electronic check,78.43,1262.57,5,No
CUST-0487,Female,0,Yes,No,19,Yes,No phone service,No,No,Yes,Yes,No,No,Yes,Month-to-month,No,Bank transfer (automatic),28.17,1477.42,0,No
CUST-0488,Male,0,No,No,43,Yes,No,DSL,No internet service,Yes,No,No,Yes,Yes,One year,Yes,Credit card (automatic),119.51,1444.39,1,No
CUST-0489,Male,0,No,No,66,No,Yes,DSL,Yes,No,Yes,No,No internet service,No,Month-to-month,No,Credit card (automatic),58.84,1151.75,2,No
CUST-0490,Female,0,Yes,Yes,61,Yes,No phone service,Fiber optic,Yes,No,No,Yes,No internet service,No,Month-to-month,Yes,Credit card (automatic),83.1,1577.12,3,Yes
CUST-0491,Male,0,Yes,Yes,43,Yes,Yes,Fiber optic,No internet service,No internet service,No,No internet service,No,Yes,Month-to-month,Yes,Bank transfer (automatic),108.35,1777.74,5,Yes
